,address,balance,publicKey,username,delegate
2854,10384570824096184799S,19698000000,c7175d1c62c54cab75633608568aa6989102e886a08ba490be64caf5c2607747,,8909782982051000850S
2855,17949438573602889260S,23883425848,07d1ddf91df1d1829f5a7e1cb5ca99f0170069b5e4ec372c8b96932237341004,,8909782982051000850S
2856,7381627403070452870S,26008805620,008ada11a6377f8435fd9b0542fad5cd313a5398306b67b7b48bf9fa1aed8703,,8909782982051000850S
2857,8758630224752443314S,26274395572,97a9a5f372a7f0339643b06abae5977ee85943d25853bb8d2edd94ddacdb8198,shiftraiderwallet,8909782982051000850S
2858,3518261553903478836S,29906000000,5be621f26a5a62d80af51f44720982149a5dc92b4bd0905448339e4869c999b9,,8909782982051000850S
2859,1313241735658261885S,30450996292,dd278f72c761359bed931aa46e55cfbc8de26189cc379b5b9680b23a4931225d,,8909782982051000850S
2860,17455837918640978037S,33666984118,7226560cbf96e95e1531c26eb025017bf4a5566b6a6cab80191fe8e37935f60a,,8909782982051000850S
2861,180371882299437691S,38253373972,7daa83e185742935a6bdd8a919b34d16a366a9e7c2e5e71479e809f8f3d0bb1b,,8909782982051000850S
2862,4556063719854360813S,41512205978,58e1340dadd72a14a292dd6978102827674788042b0f6fd43e75bea009dc68b4,seatrips2,8909782982051000850S
2863,4018348727554152590S,43004905814,73b9a43597fc944a58c2e900478e0e83e7534b392e47be557914c9d1f28cc5ee,ampsicora_voting,8909782982051000850S
2864,11698019401148428133S,44264621267,7b19e816aa9572dde43a72095b2086d0aca8219d8e26de2338dc6cc756833ab2,,8909782982051000850S
2865,7204804685190637646S,45178605817,86d80164e64ab7a5d117bc0631e344793cd9997cd202737c0fc89a0902d66183,goldeneye,8909782982051000850S
2866,14737181497474236490S,45755225103,11fd8f6db8ffa31c6197b70e2eab5730932cb17060482e8e0d528dd7b1a90566,,8909782982051000850S
2867,10889429363512837339S,49579441296,8431c81651ca57222b2453a630904f846b4bd4bd7b4a602f468a2a611a23f49e,,8909782982051000850S
2868,9325998378347643411S,50590000000,834ce455b8996b0711048453cdbe9cc1f0c687bd06a16346fff1a2122a38e0c2,,8909782982051000850S
2869,6629046512399343440S,51577703268,25e432b605d9266d4112616d84babbb9b0b8fa11a320b52b0e3adf521bb4e881,mg_pool,8909782982051000850S
2870,18122207184714446037S,52215948865,1adb7ae5513571e912fbea2626902343cf089c49c172f51f2e8841e2e2c7a81f,kicken,8909782982051000850S
2871,13557770842015532053S,52708396271,0fb1f2b6f7eda86cc8a7b9902d513debf46f9d7b9c6f4aa9286f9c7c2be9696b,,8909782982051000850S
2872,2676281957185817911S,54698000000,72b933774a896e4caeac71217453bf1c2713b0fb8ec16a3c28b6ab1d8d2bb39f,,8909782982051000850S
2873,4472665823887844743S,54900000000,22aef826592c297cdbaf052e9e312eb6a77337fceeb2d01b276a5f6ba0da0104,,8909782982051000850S
2874,17560208605739704239S,56530787654,b96c2be63ee82c3ccd6cc4e70840d17e2ba76b662ae49ebcee20c379a0f6f457,,8909782982051000850S
2875,10277200025943910098S,58910246286,1d5fd94b24a6e878e89b1ab7ecffb3274822d41415236b73361b4b069c644e19,,8909782982051000850S
2876,15195257019971180279S,60578498521,cf97a1942d1c894b49067d3cb87285dbd9f5e185cd461401e6eb58c9cbcb3088,,8909782982051000850S
2877,17004980394951475465S,61001007498,93f9f076c4da59ec936c3aae54bd639bbd50c5b7712a2f9b7d29d8e32e61b3f3,,8909782982051000850S
2878,5361437351188902449S,62171101084,893a0ea79b959068018f12d367b7fbdcf82785e40301612bd6a3798341a7e466,,8909782982051000850S
2879,8669078445048214261S,65018839311,c4a1669326ba992770b8b0b3687ed8506bf94a2d823ce2ca7aa64b69703f60e4,shiftminer,8909782982051000850S
2880,5158610555425958649S,69792256395,2299b82065a51e2b0adfb4569e5c9bced28c51be4162dc43020230bcb5be9d4f,,8909782982051000850S
2881,1202102259685170158S,69944993792,32842c6e6fa4a960edb0cce49682a99338ac83d0b7f81beeaef1fa50024dc6a8,samuel_paulsun,8909782982051000850S
2882,7368589976215340556S,69990595509,0a26debce685952d71881a19418548f16b3839835548e92a67c0e5d6cb287e38,,8909782982051000850S
2883,585710018947350625S,71710561050,100a6c8045f66e44498fd6edd7acb058aedd555f49345c5c78a46765f10691a2,,8909782982051000850S
2884,5167961601919556070S,71963586792,db0500867f66d0372b836e1ae82c7de544635a881d70960b053f8a77c87bd34d,,8909782982051000850S
2885,8530534403643729860S,73296620550,97f8d80f294643037557117a889a7e5b86ad5320b840349e77911a6486216553,,8909782982051000850S
2886,15076212223081702255S,87141115799,664d6d77918f025380c66e615b171f1dd59f30f819252706afc7a613117700c7,,8909782982051000850S
2887,4209792614848044020S,87611898847,5e9a357664775246bb1af4f523c14033d8b2254db0b518a2a10b6b7ab34578de,,8909782982051000850S
2888,13231177725519229649S,89533829974,50cfe91bf10acef5548ba71e2cdf18d3afefdc2e18c4cd9287f3c539159740dc,,8909782982051000850S
2889,17370144303144262276S,94494067805,4a3bfd345d4819daad7a105b58ba843bb9cb402d2746d06729bc66b11528551e,,8909782982051000850S
2890,12258930505762169260S,94597000000,b6d569c8af423d58d69e54b69fa3a69e970f7d854e922050247788c68e800201,,8909782982051000850S
2891,16003135105010691030S,96756499609,283b699f6c4b6134cef72ed4d7eeac18d1fd86f5e8bce23b86fb711a5b0e6308,,8909782982051000850S
2892,13872856483260971032S,99899000000,14ca36aa29cbc3faf7d5dfb8171a009bad5b6a50c58c31e94480e568115c2533,,8909782982051000850S
2893,13779940845675035190S,100250167107,16b1841fb55e1948fcdfc8c7f5fba09dab3907dafff06c704a4ae159ee1aa008,,8909782982051000850S
2894,9249716201172618748S,101932185564,cacdc7dbf75cdcd78838bbdb64adb6fbf41db28f54065ba731c501aa9758a3c6,,8909782982051000850S
2895,3903790143144006470S,102769560206,05e1b05eba893afde1ca28bcf9bd2f638421388efb08929e87b8c5a47660e071,starlord,8909782982051000850S
2896,2672282838209962781S,103451506539,51566c1582c48e1aed5b30d2fec3f783e9ba152e6048c6a19cfd9df64647a811,tharude,8909782982051000850S
2897,16555345764431579083S,107321773891,feda56ddf08c9a558b475d1b5063148b6e6d112622afdfb59a808e5dda71865c,kiashaan_amz,8909782982051000850S
2898,9634224011492639382S,108405191802,92d384164afdf90ff80d310db250772c61e3f54e6409a73342e1995a6bf36ff3,,8909782982051000850S
2899,16487730005643945596S,119214964790,a655b50d491a884ad06f26e99a04b6e90d91af92f570a4dd19a87e07bb53c7e8,,8909782982051000850S
2900,10670043040140701066S,120001852227,8c4019df1dd7c01456403ee7914d9ccd63d5a7cd971f11999632b2ac66a8fbc5,,8909782982051000850S
2901,16250216837775537554S,125580067613,45cfe796a6cee7d3c217331466327a1a82a7bf4712fc66a92e36dcdea8f7b707,,8909782982051000850S
2902,4979518200231713881S,125973799576,80cafe3ad162162cc787c09ec30ccdcacb2299ade984dec25ed03ee7b3390e15,odubinkin,8909782982051000850S
2903,8007659058505211650S,126871949219,a8f16198ae4d3b37469d922b137e91372c960f25ac5f03aad7174c0fd5835925,,8909782982051000850S
2904,1766834102751714593S,131305457209,fbc5e349f6957faeaf3370d14c25bcfd643c80f75789f718c496b1c90df28282,,8909782982051000850S
2905,14108592501741588895S,134429432092,09f00906dcfd39a8d4c898bd0c4eabe43bb256d708cbdeaabed271529eb62d4d,timboslice,8909782982051000850S
2906,11928538336447495247S,135283985639,63355ed06aa42db12a8a64019bc3dfadbf8e5144c388aa83ec3faa9f2b171a70,,8909782982051000850S
2907,3388036311665030157S,140011672355,b49e49068d04b95952b277bd208ea0d3cb110b2d61ddea43a444402eb2b01667,peanhoy,8909782982051000850S
2908,5861930039271542449S,154431682013,62cc380a88da08fee6f6d6cfa6e5f7a2996f90225f9d0f0170936430db9be7dd,vipertkd,8909782982051000850S
2909,14647362440482351075S,156738416238,b6ee25ae2c409a04974f892e85cf1a6258af576fee10fe904f3c54d0df046e0f,,8909782982051000850S
2910,2211651918230791127S,157110179712,34eac26cfb47618f2994c72bd27101ae24e9e829b3602b3426c596f905c37ebd,moolymagic,8909782982051000850S
2911,16931220871332044490S,157773294386,bf3c6326b7c97592b713349d0f26c8ce4560bf6e8cb81594c81af4d426e1575a,oakey22,8909782982051000850S
2912,175001821498162446S,168659049829,e0fe3d4904f38a267f06b4725c10f6779b9814aceec168152a1dda7e19748381,dotnet70,8909782982051000850S
2913,1053746543974116753S,181838668766,fd3ea7a8f8f664449253dde17ae94187f9e5b60a6bea893bcb7a018f5394bfb5,,8909782982051000850S
2914,6471700617421342543S,189806625125,eeb06707e81c9d2162b1c5dc79c2905eaa6936b601f4f6bbb65460c2fa093a5a,,8909782982051000850S
2915,17220590265667401999S,191501675547,47a9d4ea3f34f7a2bf23eda9612afbdb3cdfa35e6b65852bb53c11fdf5e114fc,,8909782982051000850S
2916,16560014039590311078S,193182475975,c2616fbd1db47ae3dd8d27fea140cdcedd411e8e18fd42d5da2b2b5812d7b055,,8909782982051000850S
2917,626614796986954461S,193870384775,e497484af91e737acd95479f4ee86bc2fe2548919b02cfa7d930c112d2f385bd,,8909782982051000850S
2918,1221059418014256130S,195471697661,e01b662ada42ade0959f48fadb63ec11d49ac979deccb00ee4bd41058a118fc2,mavnezz,8909782982051000850S
2919,12382181999476449415S,199417540213,3c3ab3441ee510e99e057dc0859d948c2ae078d803393737f3a45c053690a3a4,hongkie,8909782982051000850S
2920,9272524151524082292S,199558206692,4cd73c512002b847bebb202b93fedf557debc6bd62c64ae958196546bb945268,,8909782982051000850S
2921,8316299098303046931S,200464985327,b464419bc6aeb593a976e73dbf70c7c10912a827a049a155ca762ac3cf36d177,,8909782982051000850S
2922,17895615853697666583S,203971872244,39e6839fea57c4195a3e5303ebcb3d6f44fb8dbc23df25c7dc37da7c3fba817f,swimming_pool,8909782982051000850S
2923,11072484015778519140S,205617619912,92772f7b1b14d97a1f114746cb559a9051357f1d00a79677a73196b1a95cc0b5,,8909782982051000850S
2924,15411264051019796157S,206601981202,2ffcac1508dc5e880ff9d007bdab30999155c6a49e12229d38f76ebed5fc121c,rexy,8909782982051000850S
2925,3997937942595035147S,208522556732,ffd7c7e1d5055a07ece0590b99b52304c9371e5220f4d762503546c43b3ab407,,8909782982051000850S
2926,7575273171658705065S,211010850827,b305cc8d153ffc15e53dbcda911dec9b90bfa71c1decd7fb61114aa32d4a38a6,,8909782982051000850S
2927,8525315784887144362S,211311891536,87324d8b980894e4c09280ba81655e25769d1f8244780b0109ffff6d748e2bc6,,8909782982051000850S
2928,16159457535471071047S,215118038454,f77fcfba91b9e3fd2ded5a26519d686e6c8167a01492feae6db8b8ce69d24f13,vekexasia,8909782982051000850S
2929,17587726261516814611S,215807349665,bff16f6e53aa136160de1e28a032624dc9f7ad13528ba03fe442dd12fbc872c4,,8909782982051000850S
2930,11846972591400341966S,222235977345,e97237ae57a919ddd261c8c8b3fc8859540337e9078742e1a488e019e4a186dd,,8909782982051000850S
2931,13114668344160664662S,223916079952,6c51ae15a00d5845f290565cddbd4169846df03721a0ab70a30702a60fa6f98f,,8909782982051000850S
2932,6405030413926155365S,223996195290,0390cee8bbcb2d3fe4efd6ebda71c265b89da7060c27caafa8bb1483019ccb4d,,8909782982051000850S
2933,8377065513929358759S,224864595000,9b23cce3c229693627e019e868ffa49f88fc3b6f907860663cec1c33742f09ea,,8909782982051000850S
2934,17586119063288853731S,224912103994,c50f6ee099a52702f31972aa17ce847e0087527ae11763362f56d6f68ab06c19,,8909782982051000850S
2935,15506378572793905572S,226719897737,115e33f2731a8b7c944ba79740fb96d56683400dd347a997c02442c37d464347,swminer90,8909782982051000850S
2936,12504801599891100026S,228006773037,e54dc80c2ffbbc956c45a1944e59611d76298e9369bee9d6469269ae8a859dda,,8909782982051000850S
2937,5501254902873246658S,233242701945,120acb640c7a6ddb6953e0ebdb69b4ddbdada7759f070c753a6deaf55365bb20,,8909782982051000850S
2938,16391665018776323496S,241088600297,e8420b9cc3ce9b3b0734b270e43b8716dcf530e72171f1e965584bf95cbc4501,,8909782982051000850S
2939,5347712610992327283S,241242411941,7ac4dfa4e3313a59f629229bb10d9479ee559352944a8dc2fc07170ab331fd7b,forumfinance_voting,8909782982051000850S
2940,15133100411994811836S,249680141226,38c03d0486a93630da7b20c8f90fab5b2fb76b43c4bca0a975d99fa9d2036f07,,8909782982051000850S
2941,7180935777199079056S,259674920605,3e6be21016b987fe279f28d62e24e8cfd5ff7b3096dddb2fda18320af0e2b321,,8909782982051000850S
2942,2766800214104853203S,264310575694,bbfc85df28189785e2676bbc2dc621919621d9ba36c61f5a16cfa09591c156e8,,8909782982051000850S
2943,7938942713579521733S,266530724824,23967f1bf7decf39ff83f200ab8e970c8f03af45c0e7a05ced38781d38f4f967,deadpool,8909782982051000850S
2944,17084854920866971397S,268631808377,0111c9082cff5c5c04c28572de821bbcb24b7290d713b9d85f948c88815ad114,,8909782982051000850S
2945,6302791423372690375S,277337199772,0d14d8c439af8eb11002fd46b6ce0d671189e7956b728ea5ab7346ead3e9ba35,reinstein,8909782982051000850S
2946,8504777334366111422S,280731360298,32b5f9cff4699fe900d5d64898465bfe40b98f463a5e40cbf06162a2e01f93e0,gatekeeper_vote,8909782982051000850S
2947,10875588155756370110S,283743047132,9c35e665d44659b43fe34c4dfa683e8b5a650798367b314505ef347cdf0721bd,,8909782982051000850S
2948,9812743893179041254S,290999849113,3f338974fedc4ca718657e23efb1758e38f9aa55b855704e5d1a8ec8fcb1fd21,,8909782982051000850S
2949,11270228688648829341S,301851497707,d669ca4512e7b2d59ff93addd3dbf923c7a8bccd1262a88ff43f622611eaa054,iloveshift_voting,8909782982051000850S
2950,16728883373258802077S,304823138809,3ef0eb23c6e3fae88cd9e50a256f3e808de3d52730b7b48b2db7ca441f185fe7,,8909782982051000850S
2951,18343770936222905914S,321790585981,8e9eee2033654dc01f4a04b5408a99d82088516dbfc2cca978643a7da1189adb,,8909782982051000850S
2952,8909782982051000850S,330098152803,ae5a40019796bb2b24942055bcbd3f3114836257d8334ab93046c8c24d1e3b28,redpool,8909782982051000850S
2953,17153604380219115377S,333560116876,44ef8970841810b6f98671f64cd78b1b5a70bc40a7c9ed281826cbae69385412,craig,8909782982051000850S
2954,4247122096922201705S,336788144651,2c794cc2a0fa84017dbb189fa70358fb31e22786d4b08b0bc661b8b3a346c0fa,,8909782982051000850S
2955,13236510448065713857S,341558243601,33ca02461b3948a66eacfc2098c81cb7194227a3d5b813b896fd42c883718319,,8909782982051000850S
2956,18002132343011285189S,343768740905,7c51b9c653098ad4bd910288559d4c09bde1a6cce05ee251eb9f8eb46f1f0612,,8909782982051000850S
2957,4542133190361136128S,356933353129,cacbd3a1b30b1542c03db692b19ddc23eac052f15a7ef78cb470331cc79b33ce,,8909782982051000850S
2958,15999348859093551866S,360079345712,bc22b512902f720d3620d9b91248441e21c296462bd872d12fc7d57af594ee13,shozay_pool,8909782982051000850S
2959,3968637628733115688S,369443898995,814c76c58b21e41717dacd280baf00369d8264116c92052a656053e3aef20d10,wariner,8909782982051000850S
2960,5917683844924580034S,370958041822,fce8ee3204126de9e45554d7a0bb52a72da67d392b5d973825dfb5e900719ced,john03,8909782982051000850S
2961,4593084315814691118S,387110592880,41124b33a064143bdbada1719fffef22405d39e8dbd6250c0a576833bd8cc2ae,,8909782982051000850S
2962,2358067426585635922S,394451904672,5347a1d5f0ff2ef13c5b74480f4cd67f2ae9a1d81e62881565f782a73e9b644e,,8909782982051000850S
2963,5957569542296945204S,398140909352,988c57bfd5d50721e38fe9cb17349c698ba4089130fbdc148d70ad0c8502f35f,testa_nera,8909782982051000850S
2964,11111918864714937815S,402516502103,fe8784abd1baeb0d74c74dfb83df3ac8fa12e875efc19f6709bfc46c7df50de6,,8909782982051000850S
2965,14706861753024051671S,404284633999,c167e0d44fc4aaf68a483b7abfc4cf343512ce9478aa834cf5064b330be9d5a9,,8909782982051000850S
2966,17356592023969741130S,406044846799,fbe99bf0763ebf62b51d250721cd4eee97f05c77f12bbea2fd5b9b4f81e9f832,,8909782982051000850S
2967,13449497178291020171S,413716540730,e33f91b065732ebbc59de4d6deb82a3826d61102c5c32cd1ce5c96f818a901a7,,8909782982051000850S
2968,17924972906087441626S,429003926424,eaeea5b9e461a88c3e7b367175b20d8679d3207ffeac3aab9ede4563de735c77,,8909782982051000850S
2969,10895739835486140983S,453128353514,922cae517559d6838385e2b18dac7ea93f8652a3eb75e8c6ed4db0e6b8a2c555,,8909782982051000850S
2970,2207417237253823885S,454307844658,3846fd8b0cf2938c2d8ac516eef0caa8899e60c6843d3222eb92734ff02b6588,,8909782982051000850S
2971,358269971416095878S,461636768158,92cbefa71c3839910a3cdc6b857cb101654ea46255eff6b7331c6c903abce798,bitmyst,8909782982051000850S
2972,2738874115153334556S,491136700127,9a4d69d5ba637fea3934dafbb613b4ba235b07e569fef5dcf1185debde131dc3,shoosh,8909782982051000850S
2973,3411723616350233081S,505412607189,60900719fc9c88bb26f29fed7bf5f4462e4539f0a41c98a8fd65f8f63fccafbf,ilgio,8909782982051000850S
2974,11452530329374201634S,510386527846,85008aa9131a0c84343c9179b5456b863e7bdda5b82656cfc5f9e5791259d225,,8909782982051000850S
2975,9587913648033457523S,526800425311,dd9a377705738028879ed6c9313c50bf3fe8340b110225bcbbc22ab09ef3747a,,8909782982051000850S
2976,11982473084712342342S,537275515638,101fb019f825ba98f26294f084acbb99710fb7591b639a4a5105c0f2778ec7cd,caoffee9,8909782982051000850S
2977,4023417726412040369S,551138786960,6665dcfcb20338a77b6283f981426e9abb8e5de6740cdfd3324410181f9ffb2b,,8909782982051000850S
2978,17489004316462862977S,554294056624,6390ced2f43cf102e376a2e812854c3c2fd848bf69d1d1eeaddcbd395afac69a,gregorst,8909782982051000850S
2979,14230853487500748846S,558388875203,a88051d1103ec352477d1388e3a2843fa524a14d4d4792adb351ab0b073d4d69,drake_pool,8909782982051000850S
2980,18403574026590621110S,559227198736,040338ba28f3a878275ec4f5b44612cf58c95bf3c0d25adbe009aead93e22d53,oro,8909782982051000850S
2981,12582779504681753073S,569422392411,8a2610ce7375d4912da7168a7d69c07d0ec77d0bd2d983be78c3849352d63b15,anamix_vote,8909782982051000850S
2982,11543012291603932074S,589404458108,f48472ec07a9a8fb0d3798d5260e168da582c7dc0e41e1aa6030c8c4d4c87d2f,oakey22_voting,8909782982051000850S
2983,8423545393613159649S,601747212755,9ec83d66bfcbbb697f9971f5871fca9caea191869cdf238bb4b96a66158ecb2e,monaco_found,8909782982051000850S
2984,3617550977764301965S,609171052313,3918f2b5bf5e4022c71a9285997655b4c9dc1675d116c753c934f6d095a12096,shiftspidervoting,8909782982051000850S
2985,170136392713433140S,610038485434,8af4ad7b09a65d95ec0f7b506534f941275114c51e5ed32a701056824938af4d,techbytes,8909782982051000850S
2986,15773155524407127430S,614116587077,4a947fac4073e9585aed7bfb571f32387b6caf7b5181f8c6e838abebaa360381,punkrock,8909782982051000850S
2987,1049992629438017539S,618958650046,47f6a1051c2d0a9f9f90da8e1a9bababad380b62ed743a3f320a83efa81fc774,,8909782982051000850S
2988,17615391845481727298S,621352462521,eb4d75c16fd3a40a77b42085eded3695f3152210672d047a7f9472bc40c53f89,forrest,8909782982051000850S
2989,18055268634441448253S,649156918056,cda965e6f61d834be51d1cc6ee36cd80782c1548461cc3f31f57dc7e4b9fea56,,8909782982051000850S
2990,4294271027440884090S,656811475540,646ec26d6a2fa6113b98305bd82a216c1049b45d092378cfcc15dcb22478c990,nytrobound,8909782982051000850S
2991,16082679936009756442S,672890234807,58c9c5cb6dc6d3bbb0a3a1a78481d83db2e82f70822a4090e98a36facf725f61,sneakyhipp0,8909782982051000850S
2992,17488565980335080241S,711051074298,36dc0e1d34d9d77c9e4d0ca43af9bb2d64956ed706973991161341df9c22bdac,shiftwallet,8909782982051000850S
2993,243992164644254193S,732077957389,cb51fbbd36e57f789bd51cd09da77d6daf00ad16f87dae4c67b933849c499531,wannabe_rotebaron,8909782982051000850S
2994,12530296953711547432S,738345168403,309f49f7dd1b6509d7833f4d9c40a075059cc4ddb2a8bf2c921c81f5589a1e6d,,8909782982051000850S
2995,9013810013049907269S,760994510377,58d960fe02edd65b1a1b6c95d31828fa9557908a4933c6a0f8417c8137d15d92,,8909782982051000850S
2996,8385499432433129661S,779656861551,09d452f44ffb1c5cc1fd5b085b071efa928c7fe868b0906e8b81ea3af7ce3a1a,necromatiz,8909782982051000850S
2997,7613349101992284371S,785636504168,0fbd2e082d38976ca983f152e7a1b73c79855cde06deea0b03d45e2a024596ad,fanilla,8909782982051000850S
2998,14687091744950430134S,793385772962,195d8b16711502387d5d18c032caecc23d6c5b99889f47019f92a6e7fc9cbf89,,8909782982051000850S
2999,17202164608668356154S,802280034948,99eaa85d6a619c6fcf4f906a6f8a58c84456dd41faff8f201cadc975a740f99b,,8909782982051000850S
3000,16589107352217526952S,809259579045,d679373066ea1149032824fb7b06c7d5ef075569e0a3eccb7b141c5b3e49f6c6,,8909782982051000850S
3001,4132777636262503477S,829873412981,31d8d00d4a4ac312f72a2fec6bd41f3e5dc43a0696cea34816b88ec0f67bd469,anamix,8909782982051000850S
3002,588729442703418437S,833635747630,aa335837c6798164938f40f8fd7ad741d39e4fb1dca76841f890b7aa3a894f6e,nuevax2,8909782982051000850S
3003,10962402274596135874S,843159588950,ab374b194c1f338769e8c542fce2917b97d1521c5ae623a48dfd17cbd489c0ed,,8909782982051000850S
3004,7293103698522095418S,892425151741,b73562e44036d322060a5159dc8c8abf604e854b4439ef3e243eaf8c30112dcf,,8909782982051000850S
3005,17047213952582854284S,918816249945,e71a966d398e53516e9c3f6c3f779de8ac53a65c4393766249012f30babc7b0d,yondz_voting,8909782982051000850S
3006,16885143243405910776S,928418420338,78fdd868fead0ae02269cf6dde57f27eb1009ef8af4ffff5588aaa1c45f77c9f,bioly,8909782982051000850S
3007,6625945795024322632S,941556296005,990af655f056b88d212a8f33079f6622bf5ef326f3c0db7b9806f113d169ce6c,,8909782982051000850S
3008,3715810936410758099S,947474799952,363407a9c19c05b2be1d9663acc43ea7971e3f4a0e0ed3248af0a76fe94628e2,exeric3,8909782982051000850S
3009,5116325761585118205S,1000099761680,28052dd7868d0210148d5154dc7450bf2cdb97334b3e2dbde68c8f16a6beefbc,,8909782982051000850S
3010,1570937394936497576S,1012488973250,f08701531365072890cd0b263b97e8b585013163571f427977de45dc50bb5ffa,,8909782982051000850S
3011,3852808042355427288S,1020232677169,e70aef581c59cf00bc12b1a8b6456185c671aec22933f5b8866651038595e635,,8909782982051000850S
3012,14546983063895890443S,1020457007168,78149f6c0e856f721c922bbf075f9f5c7011556a337fbf52a5532ee245e06393,,8909782982051000850S
3013,1337139138324153142S,1021429284538,22bd2f2e53287a60376ba8644e3032398caafb1d405e2aa1c117474011f81ef7,hagie_vote,8909782982051000850S
3014,15764926323130962824S,1028712001690,b267da508104365a7d1c90165a1cd092815182b382e8f62d8307c417b4981d26,cataoffee99,8909782982051000850S
3015,13429318653173453932S,1035339983326,6c75a58c9eb76fbeab2c4a8f5fc4a42eac7f694b0e5a00c1d3bac87a6ab0f4f8,,8909782982051000850S
3016,14156057994616021440S,1064653265356,7ba8d6990cf49d6f9dbae771a29855aedf3a9637e3ff692697c8fea68bb63be1,mrgr,8909782982051000850S
3017,5411694269020566837S,1110458482554,8e70538c0d24b4b0b71ccd33e1ce734ce1879c3895d61294ffa0fc0681114fdb,,8909782982051000850S
3018,2998247966003509680S,1112449880222,d196cac3e93963332305005e901a75e0f3e06314ab9fa79e0dca7190e2acc0a7,,8909782982051000850S
3019,1988643499093866084S,1132550150966,341f00821d92e74b05d380a5955f8d310fb63c0714dbff6e85a80787fc90ef96,,8909782982051000850S
3020,2894235501622418878S,1137672328490,d0a75be1c7764ed5298ce241f8e57327d2690b112ef9821ee018410f9063613a,axi,8909782982051000850S
3021,17740111341613835228S,1163606357253,25014d26c65abe9add921c00a1771f1bd00ef81b9351423c49e2ced072f43944,felix_delegate,8909782982051000850S
3022,14376244240292753568S,1173749187556,61cb356da0dd7c176a871e30a9e0b2a03ff3a15db26fa8a1aadaf83d1f0ca4c9,popcornbag,8909782982051000850S
3023,2270933924982777571S,1190103074839,41d87864478f0e85f8158bedd55b44a35786ed7fc76296bc0ecc80e996d6814f,,8909782982051000850S
3024,12971935946804193869S,1223518331711,a4bfdfcd85c37f4b492365e022adcf3b09cdb85aac6c78e95e284a39dcdd1959,,8909782982051000850S
3025,6779940129774084670S,1248435615250,33d18303b205b39f47b1e7e8c2924fa59b89b2ae2c8c4b3b0cb8da591323bd11,slasheks,8909782982051000850S
3026,3785139890830700438S,1308297967063,d99349ef1aaa3e9a04c03071a4e8b5ab59f474ce8560f9e8c7cb97e3d812ad8e,,8909782982051000850S
3027,12815339957224709902S,1316987798650,09cabe7b2ac9e351dafaeb1771eef65eeae46d4d8d882105ac132f076f4e5576,joelem,8909782982051000850S
3028,12670108380237338481S,1319746581454,694a3f74ac77d2d5444ca40629e88f333b8062e7798db77cbfb76d7fba8a33a0,saluki,8909782982051000850S
3029,13994007078162149063S,1322805863836,947a244c7274af678443df6e0b5bae6529a9aac06a7212cb0b445877b8d377bf,nuevax,8909782982051000850S
3030,13151595859709519806S,1333241811295,50759583104f798d129e9181a95d77b05dfc3b02a33df8b217657983f1374148,,8909782982051000850S
3031,17836460686258279109S,1334637486754,f891a87e86f2e27f58771cebd7189bc8ab8a44c9d4d633738b941c0bcc73aab7,gerb,8909782982051000850S
3032,5291070292665466497S,1338958485955,5e2e85808cbc7cbcac4ac9e19d04c4843cdfdb9e7c38282f82a7e5f3e6943f83,gmx,8909782982051000850S
3033,11050252519837691755S,1356552629994,22ae1a005425dbfb2b4e8400e14432cdc80ffc2535951ac715180fc6165a369a,mrgr2,8909782982051000850S
3034,3332349765545836465S,1380242067768,dababa1002be27e944e94e75c9fe6efa9437fdb4c6faa0a91448d4b98e1491eb,brutale,8909782982051000850S
3035,508307120289807568S,1396299764818,0c98380ff12a2c076f4402577b5adb8e0bb742bc8e1c23292b9ec90a38a68246,,8909782982051000850S
3036,10894601799531540343S,1455241348934,8bffcff9aece40b8ab1aeb4460964c62b2793534f8bbad0734c6cb30180e5d67,win_devnode,8909782982051000850S
3037,1995065537574521998S,1556426955428,adae17732964d13d0a68cd36fae093cafcb465dafaf2eefef2ef0681872bbc28,kushed_vote,8909782982051000850S
3038,3730125668088765498S,1580993979656,c18ee8d24de0c1d4443b4ea2aa10ccad26df40f7ea2c3fb412842676589ba33f,,8909782982051000850S
3039,12332784057821936261S,1611778406755,582736d3a45a2a75cd7127d190da0b2168e9d6bd8859715626277f879e9ff746,starlord_voting2,8909782982051000850S
3040,15734141278813972755S,1762752264894,965d875c331e0cc835cabb5928c792899228cb5ac2f7bc6cd2caf52e7c071975,,8909782982051000850S
3041,927849505798557777S,1837356618258,674b91b193521093ce831e40a450e5c762453b309686ad3dddc4067146e8f9f5,bikeynab,8909782982051000850S
3042,501483425081914221S,1916259367866,460e8e5ac339abb55705a90af866000176b1a9add801176eff42351eb2216021,,8909782982051000850S
3043,152141753366209024S,1935059789196,7719208174483b50505872aa25ff0315e75264195975feeba36996ffc7730a08,,8909782982051000850S
3044,1570578621629414479S,2003496763301,f8c8333f4541436a324e487cdfdda786149e63139d857df36bc7e90e86077a8b,sio34_voting,8909782982051000850S
3045,5409417039676951118S,2027675503691,30437cf2e9ee551d43d6d8ccb69ea5891f663f59dcb4c3c2466f7169646ba673,,8909782982051000850S
3046,15956273569028147881S,2212314781592,2490a18c690e7a90fd15def840843578a43b29032b0d07c9eca46ff91851ede6,shift,8909782982051000850S
3047,7988833109653665057S,2281682643608,5cea56480f44197888cbc1e88e325a12ff1544fa66040aedef57d7f0744bfe86,,8909782982051000850S
